booking_id,guest_id,booking_date,check_in_date,check_out_date,room_type_id,rate_code_id,channel_id,segment_id,status,total_room_revenue,number_of_rooms,adults_count,children_count
RES-14295,G-4568,2025-03-16,2025-06-08,2025-06-14,RT_OV,RC_RACK,CH_WALK,Leisure,Checked-Out,2100,1,2,0
RES-14323,G-3151,2025-04-20,2025-06-08,2025-06-11,RT_SUI,RC_PROMO,CH_WALK,Leisure,Checked-Out,945,1,2,0
RES-14676,G-1532,2025-03-14,2025-06-08,2025-06-12,RT_SUI,RC_PROMO,CH_OTA,Leisure,Checked-Out,1260,1,1,0
RES-14829,G-3207,2025-05-14,2025-06-08,2025-06-09,RT_SQ,RC_RACK,CH_CORP,Group,Checked-Out,150,1,2,0
RES-16563,G-2757,2025-05-18,2025-06-08,2025-06-12,RT_SQ,RC_CORP,CH_WALK,Transient,Checked-Out,480,1,1,1
RES-16611,G-3686,2025-05-12,2025-06-08,2025-06-11,RT_OV,RC_PROMO,CH_WALK,Leisure,Checked-Out,735,1,2,1
RES-16843,G-4627,2025-05-12,2025-06-08,2025-06-12,RT_OV,RC_AAA,CH_OTA,Transient,Cancelled,0,1,2,1
RES-17326,G-3028,2025-05-24,2025-06-08,2025-06-10,RT_SUI,RC_NONREF,CH_WALK,Group,Cancelled,0,1,2,0
RES-17672,G-1565,2025-05-02,2025-06-08,2025-06-14,RT_DK,RC_PROMO,CH_GDS,Leisure,Checked-Out,1050,1,1,1
RES-18296,G-1295,2025-05-30,2025-06-08,2025-06-12,RT_DK,RC_PROMO,CH_DIR,Group,Checked-Out,700,1,2,0
RES-18631,G-2710,2025-05-15,2025-06-08,2025-06-14,RT_SUI,RC_PROMO,CH_GDS,Leisure,Checked-Out,1890,1,1,1
RES-18893,G-4639,2025-05-24,2025-06-08,2025-06-11,RT_SUI,RC_AAA,CH_OTA,Wholesale,Checked-Out,1215,1,2,1
RES-18905,G-3757,2025-05-31,2025-06-08,2025-06-10,RT_SQ,RC_PROMO,CH_CORP,Transient,Checked-Out,210,1,2,1
RES-19160,G-2716,2025-05-17,2025-06-08,2025-06-10,RT_DK,RC_CORP,CH_CORP,Group,Cancelled,0,1,1,0
RES-10323,G-1884,2025-04-09,2025-06-07,2025-06-13,RT_SQ,RC_PROMO,CH_CORP,Leisure,Cancelled,0,1,1,0
RES-10673,G-1359,2025-03-23,2025-06-07,2025-06-13,RT_SUI,RC_PROMO,CH_DIR,Leisure,Checked-Out,1890,1,1,1
RES-10754,G-2774,2025-06-01,2025-06-07,2025-06-08,RT_DK,RC_RACK,CH_DIR,Business,Cancelled,0,1,1,1
RES-11694,G-2380,2025-05-15,2025-06-07,2025-06-10,RT_SQ,RC_CORP,CH_OTA,Wholesale,Checked-Out,360,1,2,0
RES-11698,G-1951,2025-06-01,2025-06-07,2025-06-08,RT_SUI,RC_CORP,CH_GDS,Business,Checked-Out,360,1,1,0
RES-11986,G-4860,2025-04-09,2025-06-07,2025-06-11,RT_OV,RC_PROMO,CH_DIR,Leisure,Checked-Out,980,1,2,0
RES-12177,G-1529,2025-04-21,2025-06-07,2025-06-11,RT_SQ,RC_PROMO,CH_GDS,Leisure,Checked-Out,420,1,1,0
RES-12267,G-2390,2025-05-11,2025-06-07,2025-06-08,RT_SUI,RC_CORP,CH_GDS,Group,Checked-Out,360,1,1,0
RES-13221,G-4137,2025-05-30,2025-06-07,2025-06-08,RT_SUI,RC_PROMO,CH_WALK,Transient,Checked-Out,315,1,2,1
RES-13232,G-3613,2025-03-10,2025-06-07,2025-06-14,RT_OV,RC_PROMO,CH_WALK,Leisure,Checked-Out,1715,1,1,1
RES-14101,G-2842,2025-05-20,2025-06-07,2025-06-13,RT_OV,RC_RACK,CH_CORP,Leisure,Checked-Out,2100,1,2,0
RES-14759,G-4173,2025-03-12,2025-06-07,2025-06-14,RT_SQ,RC_RACK,CH_GDS,Leisure,Cancelled,0,1,2,0
RES-15185,G-4901,2025-05-15,2025-06-07,2025-06-10,RT_SQ,RC_PROMO,CH_GDS,Leisure,Checked-Out,315,1,2,0
RES-15239,G-1309,2025-05-21,2025-06-07,2025-06-10,RT_OV,RC_RACK,CH_CORP,Leisure,Checked-Out,1050,1,2,0
RES-15414,G-1049,2025-05-13,2025-06-07,2025-06-11,RT_DK,RC_RACK,CH_OTA,Group,Checked-Out,1000,1,1,0
RES-15438,G-1759,2025-05-10,2025-06-07,2025-06-12,RT_DK,RC_PROMO,CH_OTA,Leisure,Checked-Out,875,1,2,1
RES-15864,G-2920,2025-06-05,2025-06-07,2025-06-08,RT_SQ,RC_RACK,CH_GDS,Business,Checked-Out,150,1,1,1
RES-16990,G-4758,2025-06-07,2025-06-07,2025-06-09,RT_OV,RC_CORP,CH_DIR,Business,Cancelled,0,1,1,1
RES-17101,G-2310,2025-05-22,2025-06-07,2025-06-08,RT_DK,RC_NONREF,CH_OTA,Transient,Checked-Out,212.5,1,1,0
RES-17472,G-3540,2025-06-05,2025-06-07,2025-06-08,RT_DK,RC_CORP,CH_CORP,Business,Cancelled,0,1,2,0
RES-18080,G-4567,2025-05-11,2025-06-07,2025-06-11,RT_SUI,RC_AAA,CH_OTA,Group,Cancelled,0,1,2,0
RES-18130,G-3705,2025-05-11,2025-06-07,2025-06-08,RT_SQ,RC_CORP,CH_DIR,Wholesale,Confirmed,120,1,1,0
RES-18704,G-4672,2025-06-01,2025-06-07,2025-06-09,RT_OV,RC_AAA,CH_GDS,Transient,Checked-Out,630,1,2,1
RES-18935,G-2870,2025-05-25,2025-06-07,2025-06-10,RT_SUI,RC_RACK,CH_WALK,Transient,Confirmed,1350,1,2,0
RES-10179,G-3388,2025-04-15,2025-06-06,2025-06-11,RT_SQ,RC_RACK,CH_OTA,Leisure,No-Show,0,1,2,1
RES-11126,G-1536,2025-06-01,2025-06-06,2025-06-07,RT_SQ,RC_NONREF,CH_OTA,Group,Checked-Out,127.5,1,2,0
RES-12988,G-1571,2025-05-10,2025-06-06,2025-06-09,RT_SUI,RC_PROMO,CH_DIR,Transient,Cancelled,0,1,1,1
RES-13694,G-1226,2025-04-22,2025-06-06,2025-06-10,RT_SUI,RC_RACK,CH_DIR,Leisure,Checked-Out,1800,1,1,0
RES-14020,G-2367,2025-06-02,2025-06-06,2025-06-08,RT_OV,RC_CORP,CH_CORP,Business,Checked-Out,560,1,1,0
RES-14259,G-2731,2025-04-17,2025-06-06,2025-06-12,RT_SUI,RC_PROMO,CH_GDS,Leisure,Checked-Out,1890,1,2,1
RES-14644,G-2995,2025-04-06,2025-06-06,2025-06-09,RT_OV,RC_PROMO,CH_CORP,Leisure,Checked-Out,735,1,2,0
RES-14813,G-3566,2025-06-01,2025-06-06,2025-06-08,RT_DK,RC_CORP,CH_CORP,Business,Checked-Out,400,1,2,1
RES-15599,G-3804,2025-06-01,2025-06-06,2025-06-08,RT_SUI,RC_RACK,CH_GDS,Business,Checked-Out,900,1,1,1
RES-15646,G-4821,2025-04-14,2025-06-06,2025-06-09,RT_SUI,RC_PROMO,CH_GDS,Leisure,Checked-Out,945,1,2,0
RES-16669,G-3983,2025-05-25,2025-06-06,2025-06-10,RT_SUI,RC_CORP,CH_OTA,Group,Checked-Out,1440,1,2,1
RES-17800,G-3163,2025-06-03,2025-06-06,2025-06-07,RT_DK,RC_CORP,CH_CORP,Business,Confirmed,200,1,2,0
RES-18284,G-2455,2025-05-22,2025-06-06,2025-06-07,RT_DK,RC_NONREF,CH_WALK,Group,Checked-Out,212.5,1,2,1
RES-18346,G-1507,2025-06-01,2025-06-06,2025-06-08,RT_DK,RC_CORP,CH_DIR,Business,Checked-Out,400,1,2,1
RES-18409,G-1142,2025-03-27,2025-06-06,2025-06-12,RT_OV,RC_PROMO,CH_WALK,Leisure,Checked-Out,1470,1,2,0
RES-18486,G-4446,2025-03-15,2025-06-06,2025-06-11,RT_DK,RC_PROMO,CH_DIR,Leisure,Checked-Out,875,1,1,1
RES-11202,G-1193,2025-05-12,2025-06-05,2025-06-06,RT_OV,RC_PROMO,CH_WALK,Transient,Cancelled,0,1,2,1
RES-11936,G-3477,2025-05-22,2025-06-05,2025-06-12,RT_SQ,RC_PROMO,CH_CORP,Leisure,Checked-Out,735,1,1,1
RES-12059,G-3270,2025-06-05,2025-06-05,2025-06-06,RT_OV,RC_CORP,CH_DIR,Business,Cancelled,0,1,2,0
RES-12715,G-4943,2025-05-02,2025-06-05,2025-06-11,RT_OV,RC_PROMO,CH_DIR,Leisure,Checked-Out,1470,1,2,1
RES-12848,G-2884,2025-06-03,2025-06-05,2025-06-06,RT_DK,RC_CORP,CH_GDS,Business,Checked-Out,200,1,2,0
RES-13323,G-3160,2025-03-19,2025-06-05,2025-06-08,RT_DK,RC_PROMO,CH_DIR,Leisure,Checked-Out,525,1,1,1
RES-13363,G-2794,2025-06-04,2025-06-05,2025-06-06,RT_OV,RC_CORP,CH_OTA,Business,Checked-Out,280,1,1,1
RES-13476,G-1164,2025-05-14,2025-06-05,2025-06-12,RT_DK,RC_PROMO,CH_WALK,Leisure,Checked-Out,1225,1,1,1
RES-13818,G-4917,2025-05-30,2025-06-05,2025-06-09,RT_SQ,RC_RACK,CH_CORP,Wholesale,Checked-Out,600,1,1,1
RES-15651,G-3768,2025-06-01,2025-06-05,2025-06-06,RT_SQ,RC_CORP,CH_GDS,Business,No-Show,0,1,1,1
RES-15794,G-4443,2025-04-05,2025-06-05,2025-06-08,RT_OV,RC_PROMO,CH_DIR,Leisure,Checked-Out,735,1,1,0
RES-15859,G-1945,2025-05-23,2025-06-05,2025-06-08,RT_SUI,RC_CORP,CH_OTA,Group,Checked-Out,1080,1,1,0
RES-16069,G-1649,2025-04-30,2025-06-05,2025-06-11,RT_DK,RC_RACK,CH_DIR,Leisure,Checked-Out,1500,1,2,0
RES-17522,G-2447,2025-05-16,2025-06-05,2025-06-06,RT_SQ,RC_AAA,CH_OTA,Transient,Checked-Out,135,1,2,1
RES-19188,G-1407,2025-06-02,2025-06-05,2025-06-06,RT_SUI,RC_RACK,CH_CORP,Business,Checked-Out,450,1,2,1
RES-19401,G-1751,2025-05-28,2025-06-05,2025-06-06,RT_DK,RC_NONREF,CH_DIR,Transient,Checked-Out,212.5,1,1,1
RES-19628,G-1254,2025-05-30,2025-06-05,2025-06-07,RT_DK,RC_CORP,CH_CORP,Business,Checked-Out,400,1,1,1
RES-19825,G-3467,2025-05-30,2025-06-05,2025-06-06,RT_SQ,RC_CORP,CH_GDS,Business,Confirmed,120,1,2,0
RES-11027,G-4228,2025-04-22,2025-06-04,2025-06-07,RT_SQ,RC_RACK,CH_DIR,Leisure,Checked-Out,450,1,2,0
RES-11557,G-1015,2025-05-16,2025-06-04,2025-06-05,RT_SQ,RC_CORP,CH_GDS,Transient,Checked-Out,120,1,2,0
RES-11883,G-4560,2025-05-08,2025-06-04,2025-06-06,RT_SUI,RC_RACK,CH_DIR,Wholesale,Checked-Out,900,1,1,1
RES-12300,G-2239,2025-06-02,2025-06-04,2025-06-06,RT_SQ,RC_RACK,CH_WALK,Business,Checked-Out,300,1,2,1
RES-13347,G-1398,2025-06-02,2025-06-04,2025-06-06,RT_OV,RC_CORP,CH_GDS,Business,Checked-Out,560,1,1,1
RES-14073,G-2875,2025-05-30,2025-06-04,2025-06-05,RT_SUI,RC_CORP,CH_CORP,Business,Checked-Out,360,1,1,0
RES-14549,G-2556,2025-06-03,2025-06-04,2025-06-05,RT_SUI,RC_RACK,CH_OTA,Business,Checked-Out,450,1,2,0
RES-14663,G-1234,2025-05-30,2025-06-04,2025-06-06,RT_SQ,RC_CORP,CH_OTA,Business,Checked-Out,240,1,1,0
RES-14725,G-2751,2025-06-01,2025-06-04,2025-06-05,RT_OV,RC_CORP,CH_DIR,Business,Cancelled,0,1,2,1
RES-15559,G-1617,2025-05-30,2025-06-04,2025-06-06,RT_DK,RC_CORP,CH_WALK,Business,Checked-Out,400,1,2,1
RES-16435,G-2036,2025-06-04,2025-06-04,2025-06-06,RT_OV,RC_CORP,CH_WALK,Business,Checked-Out,560,1,1,1
RES-16903,G-2686,2025-05-11,2025-06-04,2025-06-07,RT_DK,RC_NONREF,CH_OTA,Transient,Checked-Out,637.5,1,1,1
RES-18945,G-3706,2025-04-03,2025-06-04,2025-06-07,RT_DK,RC_RACK,CH_DIR,Leisure,Cancelled,0,1,1,0
RES-19312,G-1534,2025-05-24,2025-06-04,2025-06-08,RT_DK,RC_PROMO,CH_OTA,Transient,Checked-Out,700,1,2,1
RES-19669,G-1544,2025-03-07,2025-06-04,2025-06-08,RT_SQ,RC_PROMO,CH_WALK,Leisure,Checked-Out,420,1,1,1
RES-19718,G-1428,2025-06-02,2025-06-04,2025-06-05,RT_SQ,RC_RACK,CH_DIR,Business,Checked-Out,150,1,1,1
RES-19974,G-2042,2025-06-04,2025-06-04,2025-06-06,RT_DK,RC_CORP,CH_DIR,Business,Checked-Out,400,1,2,1
RES-10429,G-1933,2025-03-27,2025-06-03,2025-06-06,RT_OV,RC_PROMO,CH_GDS,Leisure,Checked-Out,735,1,2,0
RES-10549,G-1475,2025-05-09,2025-06-03,2025-06-07,RT_DK,RC_CORP,CH_GDS,Wholesale,Checked-Out,800,1,2,1
RES-10811,G-2312,2025-06-03,2025-06-03,2025-06-05,RT_DK,RC_CORP,CH_CORP,Business,Checked-Out,400,1,1,1
RES-10934,G-4911,2025-06-01,2025-06-03,2025-06-05,RT_DK,RC_CORP,CH_DIR,Business,Checked-Out,400,1,1,1
RES-11563,G-1310,2025-05-21,2025-06-03,2025-06-07,RT_OV,RC_RACK,CH_CORP,Group,Checked-Out,1400,1,1,1
RES-12155,G-1607,2025-05-19,2025-06-03,2025-06-04,RT_SQ,RC_AAA,CH_GDS,Wholesale,Checked-Out,135,1,1,1
RES-12196,G-3884,2025-03-24,2025-06-03,2025-06-10,RT_SUI,RC_PROMO,CH_WALK,Leisure,Checked-Out,2205,1,1,0
RES-13659,G-2547,2025-05-09,2025-06-03,2025-06-07,RT_DK,RC_CORP,CH_DIR,Group,Checked-Out,800,1,2,1
RES-13897,G-1778,2025-05-26,2025-06-03,2025-06-04,RT_SQ,RC_AAA,CH_WALK,Transient,Checked-Out,135,1,1,0
RES-13898,G-4647,2025-06-02,2025-06-03,2025-06-04,RT_SUI,RC_CORP,CH_DIR,Business,Checked-Out,360,1,2,1
RES-14801,G-3222,2025-06-03,2025-06-03,2025-06-04,RT_SUI,RC_CORP,CH_CORP,Business,Checked-Out,360,1,2,1
RES-16041,G-2812,2025-05-23,2025-06-03,2025-06-04,RT_OV,RC_AAA,CH_CORP,Wholesale,Checked-Out,315,1,1,1
RES-18650,G-1717,2025-04-28,2025-06-03,2025-06-06,RT_SQ,RC_PROMO,CH_OTA,Leisure,Checked-Out,315,1,2,0
RES-18674,G-4293,2025-04-20,2025-06-03,2025-06-07,RT_SQ,RC_RACK,CH_GDS,Leisure,Checked-Out,600,1,1,1
RES-10168,G-2008,2025-05-07,2025-06-02,2025-06-06,RT_SQ,RC_NONREF,CH_WALK,Group,Checked-Out,510,1,1,1
RES-10657,G-3173,2025-05-31,2025-06-02,2025-06-03,RT_DK,RC_CORP,CH_OTA,Business,Checked-Out,200,1,2,1
RES-10896,G-3945,2025-05-01,2025-06-02,2025-06-09,RT_DK,RC_RACK,CH_OTA,Leisure,Checked-Out,1750,1,2,1
RES-11224,G-3134,2025-05-16,2025-06-02,2025-06-03,RT_SUI,RC_RACK,CH_WALK,Transient,Checked-Out,450,1,2,0
RES-12180,G-3958,2025-05-21,2025-06-02,2025-06-03,RT_SUI,RC_AAA,CH_OTA,Transient,Checked-Out,405,1,1,0
RES-12493,G-1372,2025-06-02,2025-06-02,2025-06-04,RT_SUI,RC_CORP,CH_WALK,Business,Checked-Out,720,1,1,0
RES-12527,G-1951,2025-05-28,2025-06-02,2025-06-03,RT_SQ,RC_RACK,CH_GDS,Business,Checked-Out,150,1,1,0
RES-12576,G-4747,2025-05-10,2025-06-02,2025-06-08,RT_SUI,RC_RACK,CH_DIR,Leisure,Confirmed,2700,1,1,1
RES-13065,G-4839,2025-05-28,2025-06-02,2025-06-03,RT_SQ,RC_CORP,CH_CORP,Business,Checked-Out,120,1,2,0
RES-14052,G-4339,2025-04-16,2025-06-02,2025-06-07,RT_SUI,RC_PROMO,CH_GDS,Leisure,Cancelled,0,1,2,0
RES-14838,G-4285,2025-05-21,2025-06-02,2025-06-05,RT_OV,RC_CORP,CH_DIR,Transient,Checked-Out,840,1,2,1
RES-15384,G-4855,2025-05-18,2025-06-02,2025-06-03,RT_SQ,RC_RACK,CH_CORP,Transient,Checked-Out,150,1,1,1
RES-15943,G-3607,2025-04-27,2025-06-02,2025-06-09,RT_SQ,RC_PROMO,CH_GDS,Leisure,Checked-Out,735,1,1,0
RES-16535,G-2932,2025-05-20,2025-06-02,2025-06-06,RT_SQ,RC_NONREF,CH_WALK,Wholesale,Checked-Out,510,1,2,1
RES-17387,G-2311,2025-06-02,2025-06-02,2025-06-04,RT_OV,RC_RACK,CH_DIR,Business,Cancelled,0,1,1,1
RES-19578,G-3830,2025-04-12,2025-06-02,2025-06-05,RT_DK,RC_PROMO,CH_OTA,Leisure,Checked-Out,525,1,2,1
RES-19589,G-2201,2025-05-28,2025-06-02,2025-06-03,RT_DK,RC_RACK,CH_WALK,Business,Checked-Out,250,1,1,1
RES-19606,G-1899,2025-05-18,2025-06-02,2025-06-04,RT_SQ,RC_CORP,CH_GDS,Group,Checked-Out,240,1,2,1
RES-19758,G-1246,2025-03-27,2025-06-02,2025-06-05,RT_OV,RC_PROMO,CH_CORP,Leisure,Checked-Out,735,1,2,1
RES-10336,G-2062,2025-05-26,2025-06-01,2025-06-03,RT_SUI,RC_RACK,CH_CORP,Business,No-Show,0,1,1,1
RES-10881,G-1138,2025-05-02,2025-06-01,2025-06-08,RT_SQ,RC_RACK,CH_CORP,Leisure,Cancelled,0,1,1,0
RES-10996,G-1922,2025-04-21,2025-06-01,2025-06-04,RT_DK,RC_PROMO,CH_GDS,Leisure,Cancelled,0,1,1,0
RES-12066,G-2713,2025-05-04,2025-06-01,2025-06-03,RT_DK,RC_AAA,CH_OTA,Transient,Checked-Out,450,1,1,0
RES-13029,G-3711,2025-05-29,2025-06-01,2025-06-03,RT_DK,RC_RACK,CH_WALK,Business,Checked-Out,500,1,2,0
RES-14251,G-3172,2025-05-15,2025-06-01,2025-06-05,RT_OV,RC_RACK,CH_OTA,Wholesale,Checked-Out,1400,1,2,0
RES-14291,G-2439,2025-05-08,2025-06-01,2025-06-05,RT_SUI,RC_PROMO,CH_CORP,Transient,Checked-Out,1260,1,1,0
RES-14356,G-4588,2025-03-27,2025-06-01,2025-06-06,RT_SUI,RC_RACK,CH_OTA,Leisure,Checked-Out,2250,1,1,1
RES-14431,G-3527,2025-05-07,2025-06-01,2025-06-05,RT_SUI,RC_RACK,CH_CORP,Leisure,Cancelled,0,1,2,0
RES-14686,G-2327,2025-04-06,2025-06-01,2025-06-04,RT_SQ,RC_PROMO,CH_DIR,Leisure,Checked-Out,315,1,2,1
RES-15140,G-3675,2025-05-04,2025-06-01,2025-06-02,RT_DK,RC_PROMO,CH_CORP,Transient,Cancelled,0,1,2,0
RES-15152,G-4576,2025-05-27,2025-06-01,2025-06-03,RT_SQ,RC_RACK,CH_WALK,Business,Checked-Out,300,1,1,1
RES-15768,G-2029,2025-05-26,2025-06-01,2025-06-02,RT_DK,RC_CORP,CH_WALK,Business,Checked-Out,200,1,1,0
RES-15824,G-1114,2025-05-03,2025-06-01,2025-06-05,RT_OV,RC_RACK,CH_DIR,Transient,Confirmed,1400,1,2,1
RES-15921,G-2387,2025-05-10,2025-06-01,2025-06-04,RT_SQ,RC_PROMO,CH_OTA,Group,Checked-Out,315,1,1,1
RES-16566,G-2666,2025-04-06,2025-06-01,2025-06-08,RT_SUI,RC_RACK,CH_OTA,Leisure,Checked-Out,3150,1,1,0
RES-16788,G-3042,2025-05-12,2025-06-01,2025-06-02,RT_SUI,RC_AAA,CH_OTA,Transient,Checked-Out,405,1,1,0
RES-17290,G-3119,2025-04-07,2025-06-01,2025-06-08,RT_OV,RC_PROMO,CH_OTA,Leisure,No-Show,0,1,1,1
RES-17985,G-4956,2025-04-19,2025-06-01,2025-06-04,RT_DK,RC_RACK,CH_WALK,Leisure,Checked-Out,750,1,2,0
RES-18379,G-4141,2025-03-19,2025-06-01,2025-06-07,RT_SUI,RC_RACK,CH_GDS,Leisure,Checked-Out,2700,1,1,1
RES-18780,G-2128,2025-05-15,2025-06-01,2025-06-02,RT_DK,RC_CORP,CH_CORP,Group,Checked-Out,200,1,2,0
RES-19094,G-1888,2025-04-21,2025-06-01,2025-06-06,RT_SUI,RC_RACK,CH_GDS,Leisure,Checked-Out,2250,1,1,1
RES-19437,G-4191,2025-05-23,2025-06-01,2025-06-03,RT_OV,RC_PROMO,CH_DIR,Transient,Cancelled,0,1,2,1
RES-10502,G-1924,2025-05-01,2025-05-31,2025-06-06,RT_SQ,RC_RACK,CH_WALK,Leisure,Checked-Out,900,1,1,1
RES-10711,G-3296,2025-04-17,2025-05-31,2025-06-07,RT_DK,RC_PROMO,CH_OTA,Leisure,Confirmed,1225,1,2,0
RES-11174,G-3608,2025-05-27,2025-05-31,2025-06-02,RT_SUI,RC_RACK,CH_GDS,Business,Confirmed,900,1,1,1
RES-11428,G-4005,2025-05-04,2025-05-31,2025-06-05,RT_SUI,RC_PROMO,CH_CORP,Leisure,Checked-Out,1575,1,2,1
RES-11720,G-1037,2025-03-28,2025-05-31,2025-06-04,RT_SQ,RC_PROMO,CH_OTA,Leisure,Checked-Out,420,1,2,1
RES-12103,G-1749,2025-04-25,2025-05-31,2025-06-04,RT_SQ,RC_PROMO,CH_GDS,Leisure,Cancelled,0,1,2,0
RES-12556,G-2660,2025-04-20,2025-05-31,2025-06-04,RT_SQ,RC_RACK,CH_OTA,Leisure,Confirmed,600,1,1,1
RES-13039,G-2674,2025-05-26,2025-05-31,2025-06-04,RT_DK,RC_PROMO,CH_CORP,Group,Checked-Out,700,1,2,1
RES-13274,G-2080,2025-05-11,2025-05-31,2025-06-01,RT_OV,RC_AAA,CH_OTA,Group,Cancelled,0,1,1,1
RES-13560,G-1883,2025-05-20,2025-05-31,2025-06-03,RT_SUI,RC_CORP,CH_OTA,Group,Confirmed,1080,1,1,0
RES-13882,G-4708,2025-05-11,2025-05-31,2025-06-03,RT_SQ,RC_RACK,CH_GDS,Transient,No-Show,0,1,2,1
RES-14432,G-1021,2025-05-08,2025-05-31,2025-06-06,RT_DK,RC_RACK,CH_WALK,Leisure,Checked-Out,1500,1,1,1
RES-15473,G-3145,2025-05-25,2025-05-31,2025-06-02,RT_SQ,RC_RACK,CH_CORP,Business,Checked-Out,300,1,2,0
RES-15809,G-1661,2025-05-23,2025-05-31,2025-06-02,RT_DK,RC_CORP,CH_OTA,Transient,Checked-Out,400,1,2,1
RES-15853,G-3377,2025-03-22,2025-05-31,2025-06-04,RT_DK,RC_PROMO,CH_OTA,Leisure,Checked-Out,700,1,2,0
RES-16968,G-2462,2025-04-02,2025-05-31,2025-06-05,RT_SQ,RC_PROMO,CH_GDS,Leisure,Checked-Out,525,1,2,1
RES-16981,G-2358,2025-05-08,2025-05-31,2025-06-01,RT_DK,RC_RACK,CH_OTA,Group,Checked-Out,250,1,2,1
RES-17040,G-3832,2025-05-27,2025-05-31,2025-06-01,RT_SUI,RC_CORP,CH_CORP,Business,Checked-Out,360,1,2,1
RES-17340,G-4092,2025-05-26,2025-05-31,2025-06-01,RT_SUI,RC_CORP,CH_DIR,Business,Checked-Out,360,1,1,0
RES-17939,G-1254,2025-03-15,2025-05-31,2025-06-03,RT_DK,RC_PROMO,CH_WALK,Leisure,Checked-Out,525,1,2,1
RES-18164,G-4608,2025-03-28,2025-05-31,2025-06-06,RT_SQ,RC_PROMO,CH_WALK,Leisure,Checked-Out,630,1,1,0
RES-18240,G-4629,2025-03-18,2025-05-31,2025-06-07,RT_SQ,RC_PROMO,CH_WALK,Leisure,Checked-Out,735,1,2,1
RES-19459,G-1109,2025-05-11,2025-05-31,2025-06-03,RT_SQ,RC_RACK,CH_GDS,Transient,Confirmed,450,1,2,1
RES-10034,G-4175,2025-03-25,2025-05-30,2025-06-04,RT_SUI,RC_RACK,CH_WALK,Leisure,Checked-Out,2250,1,1,1
RES-11167,G-1147,2025-03-26,2025-05-30,2025-06-06,RT_OV,RC_RACK,CH_WALK,Leisure,Checked-Out,2450,1,2,0
RES-12842,G-2681,2025-03-27,2025-05-30,2025-06-02,RT_DK,RC_RACK,CH_DIR,Leisure,Cancelled,0,1,1,0
RES-13808,G-3597,2025-04-17,2025-05-30,2025-06-06,RT_SQ,RC_PROMO,CH_WALK,Leisure,Checked-Out,735,1,1,0
RES-15120,G-3329,2025-05-18,2025-05-30,2025-06-03,RT_SUI,RC_AAA,CH_CORP,Transient,Checked-Out,1620,1,1,1
RES-16869,G-4797,2025-05-26,2025-05-30,2025-06-01,RT_DK,RC_CORP,CH_WALK,Business,Cancelled,0,1,2,1
RES-16974,G-4904,2025-05-19,2025-05-30,2025-05-31,RT_DK,RC_AAA,CH_OTA,Transient,Cancelled,0,1,2,0
RES-17275,G-1238,2025-05-30,2025-05-30,2025-05-31,RT_SQ,RC_RACK,CH_CORP,Business,Checked-Out,150,1,2,0
RES-18091,G-4496,2025-03-28,2025-05-30,2025-06-02,RT_SQ,RC_PROMO,CH_DIR,Leisure,Checked-Out,315,1,1,0
RES-18467,G-4277,2025-05-28,2025-05-30,2025-06-01,RT_SQ,RC_RACK,CH_OTA,Business,Checked-Out,300,1,2,0
RES-19834,G-3475,2025-03-18,2025-05-30,2025-06-06,RT_DK,RC_PROMO,CH_DIR,Leisure,Cancelled,0,1,1,0
RES-10093,G-4124,2025-03-25,2025-05-29,2025-06-03,RT_SQ,RC_RACK,CH_CORP,Leisure,Checked-Out,750,1,1,0
RES-11072,G-4051,2025-05-16,2025-05-29,2025-05-31,RT_OV,RC_PROMO,CH_DIR,Wholesale,Checked-Out,490,1,2,0
RES-12314,G-1918,2025-03-03,2025-05-29,2025-06-03,RT_SUI,RC_PROMO,CH_GDS,Leisure,Checked-Out,1575,1,2,1
RES-13014,G-3987,2025-05-28,2025-05-29,2025-05-30,RT_OV,RC_RACK,CH_DIR,Business,Checked-Out,350,1,2,0
RES-13886,G-4198,2025-05-13,2025-05-29,2025-05-31,RT_SQ,RC_AAA,CH_GDS,Group,Cancelled,0,1,1,1
RES-16377,G-3413,2025-05-12,2025-05-29,2025-06-02,RT_DK,RC_CORP,CH_CORP,Wholesale,Checked-Out,800,1,2,0
RES-16445,G-3430,2025-04-04,2025-05-29,2025-06-04,RT_DK,RC_PROMO,CH_OTA,Leisure,Cancelled,0,1,2,0
RES-16520,G-3491,2025-05-23,2025-05-29,2025-05-31,RT_SUI,RC_RACK,CH_CORP,Business,Checked-Out,900,1,2,0
RES-17020,G-1005,2025-05-17,2025-05-29,2025-05-31,RT_SUI,RC_NONREF,CH_DIR,Transient,Checked-Out,765,1,1,1
RES-17212,G-2279,2025-03-20,2025-05-29,2025-06-01,RT_DK,RC_PROMO,CH_OTA,Leisure,Cancelled,0,1,2,0
RES-17700,G-2698,2025-03-18,2025-05-29,2025-06-05,RT_OV,RC_RACK,CH_OTA,Leisure,Cancelled,0,1,1,0
RES-17724,G-3158,2025-05-09,2025-05-29,2025-05-30,RT_OV,RC_CORP,CH_DIR,Transient,Cancelled,0,1,2,0
RES-17844,G-4288,2025-04-15,2025-05-29,2025-06-03,RT_DK,RC_PROMO,CH_GDS,Leisure,Checked-Out,875,1,1,1
RES-17984,G-2510,2025-05-21,2025-05-29,2025-06-01,RT_SUI,RC_NONREF,CH_GDS,Transient,Checked-Out,1147.5,1,1,0
